kanji,hiragana,romaji,frequency
元二,げんじ,Genji,3
元次,げんじ,Genji,3
元治,げんじ,Genji,3
元司,げんじ,Genji,3
元史,げんじ,Genji,3
元志,げんじ,Genji,3
厳二,げんじ,Genji,3
厳次,げんじ,Genji,3
厳治,げんじ,Genji,3
厳司,げんじ,Genji,3
厳史,げんじ,Genji,3
厳志,げんじ,Genji,3
弦二,げんじ,Genji,3
弦次,げんじ,Genji,3
弦治,げんじ,Genji,3
弦司,げんじ,Genji,3
弦史,げんじ,Genji,3
弦志,げんじ,Genji,3
達一,たついち,Tatsuichi,2
達市,たついち,Tatsuichi,3
達壱,たついち,Tatsuichi,3
龍一,たついち,Tatsuichi,2
龍市,たついち,Tatsuichi,3
龍壱,たついち,Tatsuichi,3
竜一,たついち,Tatsuichi,2
竜市,たついち,Tatsuichi,3
竜壱,たついち,Tatsuichi,3
辰一,たついち,Tatsuichi,3
辰市,たついち,Tatsuichi,4
辰壱,たついち,Tatsuichi,4
達哉,たつや,Tatsuya,2
達弥,たつや,Tatsuya,3
達矢,たつや,Tatsuya,3
龍也,たつや,Tatsuya,2
龍哉,たつや,Tatsuya,2
龍弥,たつや,Tatsuya,3
龍矢,たつや,Tatsuya,3
竜也,たつや,Tatsuya,2
竜哉,たつや,Tatsuya,2
竜弥,たつや,Tatsuya,3
竜矢,たつや,Tatsuya,3
辰也,たつや,Tatsuya,3
辰哉,たつや,Tatsuya,3
辰弥,たつや,Tatsuya,3
辰矢,たつや,Tatsuya,3
達輝,たつき,Tatsuki,2
達希,たつき,Tatsuki,2
達紀,たつき,Tatsuki,3
達喜,たつき,Tatsuki,3
龍樹,たつき,Tatsuki,2
龍輝,たつき,Tatsuki,2
龍希,たつき,Tatsuki,2
龍紀,たつき,Tatsuki,3
龍喜,たつき,Tatsuki,3
竜樹,たつき,Tatsuki,2
竜輝,たつき,Tatsuki,2
竜希,たつき,Tatsuki,2
竜紀,たつき,Tatsuki,3
竜喜,たつき,Tatsuki,3
辰樹,たつき,Tatsuki,3
辰輝,たつき,Tatsuki,3
辰希,たつき,Tatsuki,3
辰紀,たつき,Tatsuki,3
辰喜,たつき,Tatsuki,3
達朗,たつろう,Tatsuro,2
達浪,たつろう,Tatsuro,3
龍郎,たつろう,Tatsuro,2
龍朗,たつろう,Tatsuro,2
龍浪,たつろう,Tatsuro,3
竜郎,たつろう,Tatsuro,2
竜朗,たつろう,Tatsuro,2
竜浪,たつろう,Tatsuro,3
辰郎,たつろう,Tatsuro,3
辰朗,たつろう,Tatsuro,3
辰浪,たつろう,Tatsuro,3
秀一,ひでいち,Hideichi,2
秀市,ひでいち,Hideichi,3
秀壱,ひでいち,Hideichi,3
英一,ひでいち,Hideichi,2
英市,ひでいち,Hideichi,3
英壱,ひでいち,Hideichi,3
栄一,ひでいち,Hideichi,2
栄市,ひでいち,Hideichi,3
栄壱,ひでいち,Hideichi,3
秀弥,ひでや,Hideya,3
秀矢,ひでや,Hideya,3
英哉,ひでや,Hideya,2
英弥,ひでや,Hideya,3
英矢,ひでや,Hideya,3
栄哉,ひでや,Hideya,2
栄弥,ひでや,Hideya,3
栄矢,ひでや,Hideya,3
秀輝,ひでき,Hideki,2
秀希,ひでき,Hideki,2
秀紀,ひでき,Hideki,3
秀喜,ひでき,Hideki,3
英輝,ひでき,Hideki,2
英希,ひでき,Hideki,2
英紀,ひでき,Hideki,3
英喜,ひでき,Hideki,3
栄輝,ひでき,Hideki,2
栄希,ひでき,Hideki,2
栄紀,ひでき,Hideki,3
栄喜,ひでき,Hideki,3
秀彦,ひでひこ,Hidehiko,2
英彦,ひでひこ,Hidehiko,2
栄彦,ひでひこ,Hidehiko,2
文一,ふみいち,Fumiichi,2
文市,ふみいち,Fumiichi,3
文壱,ふみいち,Fumiichi,3
史一,ふみいち,Fumiichi,3
史市,ふみいち,Fumiichi,4
史壱,ふみいち,Fumiichi,4
郁一,ふみいち,Fumiichi,3
郁市,ふみいち,Fumiichi,4
郁壱,ふみいち,Fumiichi,4
章一,ふみいち,Fumiichi,2
章市,ふみいち,Fumiichi,3
章壱,ふみいち,Fumiichi,3
文哉,ふみや,Fumiya,2
文弥,ふみや,Fumiya,3
文矢,ふみや,Fumiya,3
史哉,ふみや,Fumiya,3
史弥,ふみや,Fumiya,3
史矢,ふみや,Fumiya,3
郁哉,ふみや,Fumiya,3
郁弥,ふみや,Fumiya,3
郁矢,ふみや,Fumiya,3
章哉,ふみや,Fumiya,2
章弥,ふみや,Fumiya,3
章矢,ふみや,Fumiya,3
文彦,ふみひこ,Fumihiko,2
史彦,ふみひこ,Fumihiko,3
郁彦,ふみひこ,Fumihiko,3
章彦,ふみひこ,Fumihiko,2
勝市,かついち,Katsuichi,3
勝壱,かついち,Katsuichi,3
克一,かついち,Katsuichi,3
克市,かついち,Katsuichi,4
克壱,かついち,Katsuichi,4
活一,かついち,Katsuichi,3
活市,かついち,Katsuichi,4
活壱,かついち,Katsuichi,4
勝哉,かつや,Katsuya,2
勝弥,かつや,Katsuya,3
勝矢,かつや,Katsuya,3
克也,かつや,Katsuya,3
克哉,かつや,Katsuya,3
克弥,かつや,Katsuya,3
克矢,かつや,Katsuya,3
活也,かつや,Katsuya,3
活哉,かつや,Katsuya,3
活弥,かつや,Katsuya,3
活矢,かつや,Katsuya,3
勝輝,かつき,Katsuki,2
勝希,かつき,Katsuki,2
勝紀,かつき,Katsuki,3
勝喜,かつき,Katsuki,3
克樹,かつき,Katsuki,3
克輝,かつき,Katsuki,3
克希,かつき,Katsuki,3
克紀,かつき,Katsuki,3
克喜,かつき,Katsuki,3
活樹,かつき,Katsuki,3
活輝,かつき,Katsuki,3
活希,かつき,Katsuki,3
活紀,かつき,Katsuki,3
活喜,かつき,Katsuki,3
岳一,がくいち,Gakuichi,2
岳市,がくいち,Gakuichi,3
岳壱,がくいち,Gakuichi,3
学一,がくいち,Gakuichi,3
学市,がくいち,Gakuichi,4
学壱,がくいち,Gakuichi,4
楽一,がくいち,Gakuichi,3
楽市,がくいち,Gakuichi,4
楽壱,がくいち,Gakuichi,4
岳斗,がくと,Gakuto,2
岳翔,がくと,Gakuto,3
岳都,がくと,Gakuto,3
岳登,がくと,Gakuto,3
学斗,がくと,Gakuto,3
学人,がくと,Gakuto,3
学翔,がくと,Gakuto,3
学都,がくと,Gakuto,3
学登,がくと,Gakuto,3
楽斗,がくと,Gakuto,3
楽人,がくと,Gakuto,3
楽翔,がくと,Gakuto,3
楽都,がくと,Gakuto,3
楽登,がくと,Gakuto,3
岳樹,がくき,Gakuki,2
岳輝,がくき,Gakuki,2
岳希,がくき,Gakuki,2
岳紀,がくき,Gakuki,3
岳喜,がくき,Gakuki,3
学樹,がくき,Gakuki,3
学輝,がくき,Gakuki,3
学希,がくき,Gakuki,3
学紀,がくき,Gakuki,3
学喜,がくき,Gakuki,3
楽樹,がくき,Gakuki,3
楽輝,がくき,Gakuki,3
楽希,がくき,Gakuki,3
楽紀,がくき,Gakuki,3
楽喜,がくき,Gakuki,3
岳二,がくじ,Gakuji,2
岳次,がくじ,Gakuji,3
岳治,がくじ,Gakuji,3
岳史,がくじ,Gakuji,2
岳志,がくじ,Gakuji,2
学二,がくじ,Gakuji,3
学次,がくじ,Gakuji,3
学治,がくじ,Gakuji,3
学司,がくじ,Gakuji,3
学史,がくじ,Gakuji,3
学志,がくじ,Gakuji,3
楽二,がくじ,Gakuji,3
楽次,がくじ,Gakuji,3
楽治,がくじ,Gakuji,3
楽司,がくじ,Gakuji,3
楽史,がくじ,Gakuji,3
楽志,がくじ,Gakuji,3
泰一,やすいち,Yasuichi,2
泰市,やすいち,Yasuichi,3
泰壱,やすいち,Yasuichi,3
康一,やすいち,Yasuichi,2
康市,やすいち,Yasuichi,3
康壱,やすいち,Yasuichi,3
靖一,やすいち,Yasuichi,2
靖市,やすいち,Yasuichi,3
靖壱,やすいち,Yasuichi,3
安一,やすいち,Yasuichi,3
安市,やすいち,Yasuichi,4
安壱,やすいち,Yasuichi,4
保一,やすいち,Yasuichi,3
保市,やすいち,Yasuichi,4
保壱,やすいち,Yasuichi,4
泰哉,やすや,Yasuya,2
泰弥,やすや,Yasuya,3
泰矢,やすや,Yasuya,3
康哉,やすや,Yasuya,2
康弥,やすや,Yasuya,3
康矢,やすや,Yasuya,3
靖哉,やすや,Yasuya,2
靖弥,やすや,Yasuya,3
靖矢,やすや,Yasuya,3
安哉,やすや,Yasuya,3
安弥,やすや,Yasuya,3
安矢,やすや,Yasuya,3
保也,やすや,Yasuya,3
保哉,やすや,Yasuya,3
保弥,やすや,Yasuya,3
保矢,やすや,Yasuya,3
泰幸,やすゆき,Yasuyuki,3
泰行,やすゆき,Yasuyuki,3
泰征,やすゆき,Yasuyuki,3
康幸,やすゆき,Yasuyuki,3
康行,やすゆき,Yasuyuki,3
康征,やすゆき,Yasuyuki,3
靖幸,やすゆき,Yasuyuki,3
靖行,やすゆき,Yasuyuki,3
靖征,やすゆき,Yasuyuki,3
安幸,やすゆき,Yasuyuki,4
安行,やすゆき,Yasuyuki,4
安征,やすゆき,Yasuyuki,4
保之,やすゆき,Yasuyuki,3
保幸,やすゆき,Yasuyuki,4
保行,やすゆき,Yasuyuki,4
保征,やすゆき,Yasuyuki,4
泰彦,やすひこ,Yasuhiko,2
康彦,やすひこ,Yasuhiko,2
靖彦,やすひこ,Yasuhiko,2
安彦,やすひこ,Yasuhiko,3
保彦,やすひこ,Yasuhiko,3
泰智,やすとも,Yasutomo,3
泰友,やすとも,Yasutomo,3
泰朋,やすとも,Yasutomo,3
泰知,やすとも,Yasutomo,3
康智,やすとも,Yasutomo,3
康友,やすとも,Yasutomo,3
康朋,やすとも,Yasutomo,3
康知,やすとも,Yasutomo,3
靖智,やすとも,Yasutomo,3
靖友,やすとも,Yasutomo,3
靖朋,やすとも,Yasutomo,3
靖知,やすとも,Yasutomo,3
安智,やすとも,Yasutomo,3
安友,やすとも,Yasutomo,3
安朋,やすとも,Yasutomo,3
安知,やすとも,Yasutomo,3
保智,やすとも,Yasutomo,3
保友,やすとも,Yasutomo,3
保朋,やすとも,Yasutomo,3
保知,やすとも,Yasutomo,3
朔一,さくいち,Sakuichi,2
朔市,さくいち,Sakuichi,3
朔壱,さくいち,Sakuichi,3
咲一,さくいち,Sakuichi,3
咲市,さくいち,Sakuichi,4
咲壱,さくいち,Sakuichi,4
策一,さくいち,Sakuichi,3
策市,さくいち,Sakuichi,4
策壱,さくいち,Sakuichi,4
作一,さくいち,Sakuichi,3
作市,さくいち,Sakuichi,4
作壱,さくいち,Sakuichi,4
朔斗,さくと,Sakuto,2
朔翔,さくと,Sakuto,3
朔都,さくと,Sakuto,3
朔登,さくと,Sakuto,3
咲斗,さくと,Sakuto,3
咲人,さくと,Sakuto,3
咲翔,さくと,Sakuto,3
咲都,さくと,Sakuto,3
咲登,さくと,Sakuto,3
策斗,さくと,Sakuto,3
策人,さくと,Sakuto,3
策翔,さくと,Sakuto,3
策都,さくと,Sakuto,3
策登,さくと,Sakuto,3
作斗,さくと,Sakuto,3
作人,さくと,Sakuto,3
作翔,さくと,Sakuto,3
作都,さくと,Sakuto,3
作登,さくと,Sakuto,3
朔汰,さくた,Sakuta,2
朔多,さくた,Sakuta,3
咲太,さくた,Sakuta,3
咲汰,さくた,Sakuta,3
咲多,さくた,Sakuta,3
策太,さくた,Sakuta,3
策汰,さくた,Sakuta,3
策多,さくた,Sakuta,3
作太,さくた,Sakuta,3
作汰,さくた,Sakuta,3
作多,さくた,Sakuta,3
凪翔,なぎと,Nagito,3
凪都,なぎと,Nagito,3
凪登,なぎと,Nagito,3
渚翔,なぎと,Nagito,3
渚都,なぎと,Nagito,3
渚登,なぎと,Nagito,3
薙斗,なぎと,Nagito,3
薙人,なぎと,Nagito,3
薙翔,なぎと,Nagito,3
薙都,なぎと,Nagito,3
薙登,なぎと,Nagito,3
凪太,なぎた,Nagita,2
凪汰,なぎた,Nagita,2
凪多,なぎた,Nagita,3
渚太,なぎた,Nagita,3
渚汰,なぎた,Nagita,3
渚多,なぎた,Nagita,3
薙太,なぎた,Nagita,3
薙汰,なぎた,Nagita,3
薙多,なぎた,Nagita,3
凪樹,なぎき,Nagiki,2
凪輝,なぎき,Nagiki,2
凪希,なぎき,Nagiki,2
凪紀,なぎき,Nagiki,3
凪喜,なぎき,Nagiki,3
渚樹,なぎき,Nagiki,3
渚輝,なぎき,Nagiki,3
渚希,なぎき,Nagiki,3
渚紀,なぎき,Nagiki,3
渚喜,なぎき,Nagiki,3
薙樹,なぎき,Nagiki,3
薙輝,なぎき,Nagiki,3
薙希,なぎき,Nagiki,3
薙紀,なぎき,Nagiki,3
薙喜,なぎき,Nagiki,3
輝一,てるいち,Teruichi,2
輝市,てるいち,Teruichi,3
輝壱,てるいち,Teruichi,3
照一,てるいち,Teruichi,3
照市,てるいち,Teruichi,4
照壱,てるいち,Teruichi,4
光一,てるいち,Teruichi,2
光市,てるいち,Teruichi,3
光壱,てるいち,Teruichi,3
輝哉,てるや,Teruya,2
輝弥,てるや,Teruya,3
輝矢,てるや,Teruya,3
照哉,てるや,Teruya,3
照弥,てるや,Teruya,3
照矢,てるや,Teruya,3
光哉,てるや,Teruya,2
光弥,てるや,Teruya,3
光矢,てるや,Teruya,3
輝樹,てるき,Teruki,2
輝輝,てるき,Teruki,2
輝希,てるき,Teruki,2
輝紀,てるき,Teruki,3
輝喜,てるき,Teruki,3
照樹,てるき,Teruki,3
照輝,てるき,Teruki,3
照希,てるき,Teruki,3
照紀,てるき,Teruki,3
照喜,てるき,Teruki,3
光樹,てるき,Teruki,2
光輝,てるき,Teruki,2
光希,てるき,Teruki,2
光紀,てるき,Teruki,3
光喜,てるき,Teruki,3
輝翔,てると,Teruto,3
輝都,てると,Teruto,3
輝登,てると,Teruto,3
照翔,てると,Teruto,3
照都,てると,Teruto,3
照登,てると,Teruto,3
光翔,てると,Teruto,3
光都,てると,Teruto,3
光登,てると,Teruto,3
凰輔,おうすけ,Osuke,4
凰助,おうすけ,Osuke,4
凰祐,おうすけ,Osuke,4
凰佑,おうすけ,Osuke,4
王介,おうすけ,Osuke,4
王輔,おうすけ,Osuke,4
王助,おうすけ,Osuke,4
王祐,おうすけ,Osuke,4
王佑,おうすけ,Osuke,4
央介,おうすけ,Osuke,4
央輔,おうすけ,Osuke,4
央助,おうすけ,Osuke,4
央祐,おうすけ,Osuke,4
央佑,おうすけ,Osuke,4
旺介,おうすけ,Osuke,4
旺輔,おうすけ,Osuke,4
旺助,おうすけ,Osuke,4
旺祐,おうすけ,Osuke,4
旺佑,おうすけ,Osuke,4
凰斗,おうと,Oto,4
凰翔,おうと,Oto,4
凰都,おうと,Oto,4
凰登,おうと,Oto,4
王斗,おうと,Oto,4
王人,おうと,Oto,4
王翔,おうと,Oto,4
王都,おうと,Oto,4
王登,おうと,Oto,4
央斗,おうと,Oto,4
央人,おうと,Oto,4
央翔,おうと,Oto,4
央都,おうと,Oto,4
央登,おうと,Oto,4
旺斗,おうと,Oto,4
旺人,おうと,Oto,4
旺翔,おうと,Oto,4
旺都,おうと,Oto,4
旺登,おうと,Oto,4
天磨,てんま,Tenma,4
天万,てんま,Tenma,4
展真,てんま,Tenma,4
展磨,てんま,Tenma,4
展馬,てんま,Tenma,4
展万,てんま,Tenma,4
典真,てんま,Tenma,4
典磨,てんま,Tenma,4
典馬,てんま,Tenma,4
典万,てんま,Tenma,4
天斗,てんと,Tento,4
天翔,てんと,Tento,4
天都,てんと,Tento,4
天登,てんと,Tento,4
展斗,てんと,Tento,4
展人,てんと,Tento,4
展翔,てんと,Tento,4
展都,てんと,Tento,4
展登,てんと,Tento,4
典斗,てんと,Tento,4
典人,てんと,Tento,4
典翔,てんと,Tento,4
典都,てんと,Tento,4
典登,てんと,Tento,4
天二,てんじ,Tenji,4
天次,てんじ,Tenji,4
天治,てんじ,Tenji,4
天史,てんじ,Tenji,4
天志,てんじ,Tenji,4
展二,てんじ,Tenji,4
展次,てんじ,Tenji,4
展治,てんじ,Tenji,4
展司,てんじ,Tenji,4
展史,てんじ,Tenji,4
展志,てんじ,Tenji,4
典二,てんじ,Tenji,4
典次,てんじ,Tenji,4
典治,てんじ,Tenji,4
典司,てんじ,Tenji,4
典史,てんじ,Tenji,4
典志,てんじ,Tenji,4
勇武,いさむ,Isamu,4
勇夢,いさむ,Isamu,4
勇無,いさむ,Isamu,4
勲武,いさむ,Isamu,4
勲夢,いさむ,Isamu,4
勲無,いさむ,Isamu,4
勉武,いさむ,Isamu,4
勉夢,いさむ,Isamu,4
勉無,いさむ,Isamu,4
励武,いさむ,Isamu,4
励夢,いさむ,Isamu,4
励無,いさむ,Isamu,4
実一,みのるいち,Minoruichi,3
稔一,みのるいち,Minoruichi,4
穣一,みのるいち,Minoruichi,4
亘一,わたるいち,Watariichi,5
渡一,わたるいち,Watariichi,5
